"age";"workclass";"fnlwgt";"education";"education-num";"marital-status";"occupation";"relationship";"race";"sex";"capital-gain";"capital-loss";"hours-per-week";"native-country";"label"
27;"Private";23940;"HS-grad";9;"Never-married";"Handlers-cleaners";"Other-relative";"Amer-Indian-Eskimo";"Male";0;0;40;"United-States";0
17;"Self-emp-not-inc";36218;"11th";7;"Never-married";"Farming-fishing";"Own-child";"White";"Male";0;0;20;"United-States";0
37;"Private";254202;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";0
27;"Private";130438;"HS-grad";9;"Never-married";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
20;"Private";117767;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;40;"United-States";0
40;"Private";111483;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
31;"Private";132601;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
22;"Private";128487;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;10;"United-States";0
18;"?";346382;"11th";7;"Never-married";"?";"Own-child";"White";"Male";0;0;15;"United-States";0
46;"Private";94809;"Some-college";10;"Divorced";"Priv-house-serv";"Unmarried";"White";"Female";0;0;30;"United-States";0
67;"Private";105252;"Bachelors";13;"Widowed";"Exec-managerial";"Not-in-family";"White";"Male";0;2392;40;"United-States";1
49;"Private";39986;"9th";5;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
37;"Self-emp-not-inc";241463;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;1848;65;"United-States";1
44;"Private";89413;"Assoc-voc";11;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
49;"Private";268090;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;26;"United-States";1
52;"Private";218550;"Some-college";10;"Married-spouse-absent";"Adm-clerical";"Not-in-family";"White";"Female";14084;0;16;"United-States";1
20;"Private";33221;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;25;"United-States";0
56;"Private";145574;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
22;"Private";100345;"Bachelors";13;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";13550;0;55;"United-States";1
28;"Private";70034;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;45;"United-States";1
26;"State-gov";109193;"Some-college";10;"Never-married";"Craft-repair";"Not-in-family";"White";"Female";0;0;40;"United-States";0
43;"Private";244172;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;35;"?";0
56;"Private";105281;"HS-grad";9;"Widowed";"Sales";"Not-in-family";"White";"Female";0;1974;40;"United-States";0
38;"Private";133454;"Assoc-acdm";12;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
45;"Self-emp-not-inc";328051;"Masters";14;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;60;"United-States";0
19;"Private";278870;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;16;"United-States";0
47;"Private";176239;"Some-college";10;"Widowed";"Prof-specialty";"Unmarried";"White";"Female";0;0;40;"United-States";0
35;"Private";509462;"Bachelors";13;"Never-married";"Exec-managerial";"Not-in-family";"White";"Female";0;0;45;"United-States";0
49;"State-gov";194895;"Bachelors";13;"Divorced";"Prof-specialty";"Not-in-family";"White";"Male";0;0;40;"United-States";0
17;"Private";79682;"10th";6;"Never-married";"Priv-house-serv";"Other-relative";"White";"Male";0;0;30;"United-States";0
61;"?";232618;"Prof-school";15;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;40;"United-States";1
49;"Private";122066;"5th-6th";3;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;2603;40;"Greece";0
21;"?";163911;"Some-college";10;"Never-married";"?";"Own-child";"White";"Female";0;0;3;"United-States";0
26;"Private";178140;"Bachelors";13;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;45;"United-States";1
32;"Private";190228;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;60;"United-States";0
30;"Private";227359;"Some-college";10;"Never-married";"Craft-repair";"Unmarried";"White";"Male";0;0;40;"United-States";0
50;"Private";207367;"Some-college";10;"Married-spouse-absent";"Other-service";"Not-in-family";"White";"Female";0;0;40;"Cuba";0
59;"Private";291529;"10th";6;"Widowed";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;52;"United-States";0
21;"Private";400635;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;20;"?";0
50;"Private";257126;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
53;"Local-gov";103995;"Bachelors";13;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;1876;54;"United-States";0
17;"Private";130125;"10th";6;"Never-married";"Other-service";"Own-child";"Amer-Indian-Eskimo";"Female";1055;0;20;"United-States";0
31;"Private";86492;"Assoc-voc";11;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;30;"United-States";1
39;"Private";1455435;"Assoc-acdm";12;"Separated";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
49;"Private";304416;"11th";7;"Married-civ-spouse";"Sales";"Wife";"White";"Female";0;0;40;"United-States";0
34;"Private";193565;"11th";7;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
41;"Local-gov";42346;"Some-college";10;"Divorced";"Other-service";"Not-in-family";"Black";"Female";0;0;24;"United-States";0
51;"Private";199688;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;1977;60;"?";1
38;"Private";204556;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
56;"Private";101436;"HS-grad";9;"Divorced";"Adm-clerical";"Other-relative";"Amer-Indian-Eskimo";"Female";0;0;35;"United-States";0
45;"Private";146857;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;38;"United-States";1
53;"Private";311350;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
51;"Self-emp-not-inc";32372;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;1672;70;"United-States";0
39;"Private";175681;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"Black";"Male";0;0;60;"?";0
43;"Private";111483;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";7298;0;40;"United-States";1
42;"Local-gov";1125613;"HS-grad";9;"Divorced";"Other-service";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
36;"Private";218490;"Assoc-acdm";12;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;35;"United-States";0
35;"Private";26999;"Bachelors";13;"Separated";"Exec-managerial";"Unmarried";"White";"Female";0;0;42;"United-States";0
48;"Private";164966;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"Asian-Pac-Islander";"Male";0;0;40;"India";1
50;"Private";28952;"Some-college";10;"Married-civ-spouse";"Sales";"Wife";"White";"Female";0;0;39;"United-States";0
47;"Self-emp-not-inc";102583;"Bachelors";13;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;35;"United-States";0
47;"Private";323798;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";15024;0;55;"United-States";1
63;"Private";31389;"11th";7;"Never-married";"Farming-fishing";"Not-in-family";"White";"Male";0;0;12;"United-States";0
54;"Private";425804;"Some-college";10;"Never-married";"Exec-managerial";"Not-in-family";"White";"Female";0;0;45;"United-States";1
20;"Private";53878;"HS-grad";9;"Never-married";"Craft-repair";"Unmarried";"White";"Male";0;0;40;"United-States";0
54;"Federal-gov";51048;"HS-grad";9;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";1
29;"Private";79481;"Some-college";10;"Never-married";"Tech-support";"Not-in-family";"White";"Female";0;0;40;"United-States";0
75;"?";111177;"Bachelors";13;"Widowed";"?";"Not-in-family";"White";"Female";25124;0;16;"United-States";1
45;"Federal-gov";179638;"Masters";14;"Divorced";"Exec-managerial";"Not-in-family";"White";"Male";0;0;40;"United-States";1
22;"Private";186849;"11th";7;"Divorced";"Sales";"Own-child";"White";"Male";0;0;50;"United-States";0
31;"Local-gov";189265;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
22;"Private";229456;"HS-grad";9;"Never-married";"Adm-clerical";"Own-child";"Black";"Female";0;0;38;"United-States";0
39;"Private";706180;"Bachelors";13;"Divorced";"Sales";"Unmarried";"White";"Female";0;0;40;"United-States";0
59;"Private";147989;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"?";0
42;"Private";68469;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
51;"Private";79324;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
60;"Private";51290;"7th-8th";4;"Divorced";"Other-service";"Not-in-family";"White";"Female";0;0;40;"United-States";0
36;"Private";254202;"HS-grad";9;"Divorced";"Exec-managerial";"Unmarried";"White";"Female";0;0;50;"United-States";0
47;"Self-emp-not-inc";159869;"Doctorate";16;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;50;"United-States";0
29;"Private";71067;"Prof-school";15;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;55;"United-States";0
35;"Private";216711;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
39;"Self-emp-inc";163057;"Some-college";10;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;99;"United-States";0
28;"Private";212091;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";2580;0;40;"United-States";0
41;"Private";110562;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
29;"Self-emp-not-inc";128516;"Assoc-acdm";12;"Widowed";"Sales";"Unmarried";"White";"Female";0;0;40;"United-States";1
73;"?";132737;"10th";6;"Never-married";"?";"Not-in-family";"White";"Male";0;0;4;"United-States";0
17;"Self-emp-inc";181608;"10th";6;"Never-married";"Sales";"Own-child";"White";"Male";0;0;12;"United-States";0
28;"Private";210765;"HS-grad";9;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;40;"United-States";0
22;"Private";194630;"Bachelors";13;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;45;"United-States";0
66;"?";306178;"10th";6;"Divorced";"?";"Not-in-family";"White";"Male";2050;0;40;"United-States";0
28;"?";200819;"7th-8th";4;"Divorced";"?";"Own-child";"White";"Male";0;0;84;"United-States";0
39;"Private";158962;"Some-college";10;"Divorced";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;40;"United-States";0
18;"State-gov";76142;"11th";7;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;8;"United-States";0
47;"Private";148724;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"Black";"Male";0;0;40;"United-States";0
45;"Private";289353;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"Black";"Male";0;0;24;"United-States";0
20;"Private";190423;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;20;"United-States";0
35;"Private";176756;"12th";8;"Married-civ-spouse";"Other-service";"Husband";"Black";"Male";0;0;40;"United-States";0
45;"Local-gov";54190;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;50;"United-States";1
43;"Local-gov";241528;"Masters";14;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";0;0;40;"United-States";0
53;"State-gov";195922;"Masters";14;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;0;40;"United-States";0
24;"Private";88126;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
68;"Private";224019;"Some-college";10;"Divorced";"Exec-managerial";"Not-in-family";"White";"Male";0;0;30;"United-States";0
28;"Private";153546;"11th";7;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;40;"United-States";0
51;"Private";123429;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
68;"Self-emp-not-inc";133736;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";20051;0;40;"United-States";1
65;"Private";461715;"HS-grad";9;"Divorced";"Sales";"Unmarried";"White";"Female";0;0;25;"?";0
29;"Private";385092;"Some-college";10;"Divorced";"Prof-specialty";"Own-child";"White";"Female";0;0;36;"United-States";0
39;"Self-emp-not-inc";274683;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";7688;0;50;"United-States";1
21;"Private";372636;"HS-grad";9;"Never-married";"Sales";"Own-child";"Black";"Male";0;0;40;"United-States";0
43;"Private";266439;"HS-grad";9;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;45;"United-States";0
43;"Private";180303;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"Asian-Pac-Islander";"Male";0;0;50;"United-States";1
72;"Private";205343;"11th";7;"Widowed";"Adm-clerical";"Unmarried";"White";"Female";0;0;40;"United-States";0
67;"Private";247566;"HS-grad";9;"Married-civ-spouse";"Protective-serv";"Husband";"White";"Male";0;0;24;"United-States";0
58;"Private";216851;"9th";5;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;40;"El-Salvador";0
36;"Local-gov";180805;"HS-grad";9;"Never-married";"Transport-moving";"Not-in-family";"Asian-Pac-Islander";"Male";0;0;40;"United-States";0
34;"Private";243165;"Bachelors";13;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;30;"United-States";1
34;"Private";173730;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";0
48;"Private";155664;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";7688;0;70;"United-States";1
42;"Federal-gov";52781;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;1902;40;"United-States";1
48;"Private";135525;"Assoc-acdm";12;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
36;"Private";248708;"Assoc-acdm";12;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
23;"Private";45834;"Bachelors";13;"Never-married";"Exec-managerial";"Not-in-family";"White";"Female";0;0;50;"United-States";0
50;"Local-gov";46401;"Bachelors";13;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";0;0;50;"United-States";0
52;"Private";416059;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"Black";"Male";0;0;40;"United-States";1
42;"Private";78765;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";3103;0;45;"United-States";1
36;"Private";29814;"HS-grad";9;"Never-married";"Transport-moving";"Other-relative";"White";"Male";0;0;50;"United-States";0
29;"Local-gov";116751;"Assoc-voc";11;"Divorced";"Protective-serv";"Unmarried";"White";"Male";0;0;56;"United-States";0
28;"Private";253814;"HS-grad";9;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;35;"United-States";0
41;"Private";132633;"11th";7;"Divorced";"Priv-house-serv";"Unmarried";"White";"Female";0;0;25;"Guatemala";0
31;"Private";229636;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;45;"Mexico";0
45;"State-gov";190406;"Prof-school";15;"Divorced";"Prof-specialty";"Unmarried";"Black";"Male";25236;0;36;"United-States";1
40;"Self-emp-not-inc";282678;"Masters";14;"Separated";"Exec-managerial";"Unmarried";"White";"Female";0;0;20;"United-States";0
57;"Private";108426;"HS-grad";9;"Married-civ-spouse";"Other-service";"Husband";"Black";"Male";0;0;48;"England";0
47;"Local-gov";219632;"Assoc-acdm";12;"Separated";"Exec-managerial";"Not-in-family";"White";"Male";0;1408;40;"United-States";0
38;"Private";132879;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;1902;40;"United-States";1
41;"Private";177905;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;45;"United-States";1
60;"Private";121127;"10th";6;"Widowed";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
45;"Self-emp-inc";121124;"Prof-school";15;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;50;"United-States";1
58;"Private";322691;"Bachelors";13;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";1
38;"Private";73471;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";0
29;"Private";200511;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";0
26;"Self-emp-not-inc";202560;"Some-college";10;"Never-married";"Prof-specialty";"Own-child";"White";"Female";0;0;35;"United-States";0
26;"Private";49092;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
25;"Private";322585;"HS-grad";9;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;45;"United-States";0
52;"Private";195638;"HS-grad";9;"Never-married";"Other-service";"Unmarried";"White";"Female";0;0;45;"United-States";0
28;"Private";216178;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
19;"Private";146679;"Some-college";10;"Never-married";"Exec-managerial";"Own-child";"Black";"Male";0;0;30;"United-States";0
54;"Private";24108;"Some-college";10;"Separated";"Exec-managerial";"Not-in-family";"White";"Female";0;0;40;"United-States";0
36;"Private";43701;"Some-college";10;"Widowed";"Sales";"Not-in-family";"White";"Female";0;0;20;"United-States";0
33;"Private";119409;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Wife";"Other";"Female";0;0;40;"Columbia";0
45;"Private";110171;"HS-grad";9;"Never-married";"Handlers-cleaners";"Not-in-family";"White";"Male";0;0;40;"United-States";0
44;"Private";322391;"11th";7;"Separated";"Other-service";"Unmarried";"Black";"Female";0;0;30;"United-States";0
